# per-record wraparound-mask validation, bin/mask_wrap.py
# integral_* are sum(f)*dx*dy; asym = 1 - z_m/z_i with z_m = 30.0 m
# removed_* are fractions of sum|f| over the UNMASKED raster
run_id	split	wdir_deg	zi_m	asym	integral_raw	integral_masked	err_raw	err_masked	removed_abs	removed_near	removed_far	negfrac_raw	negfrac_masked	array_share
case_2025102618	test	114.0	1011	0.9703	0.9326	0.8751	-0.0377	-0.0952	0.09797	0.00000	0.09797	0.07375	0.05657	0.00414
case_2025102722	test	90.6	700	0.9571	1.0917	1.0136	+0.1345	+0.0565	0.12667	0.00505	0.12162	0.05276	0.02451	-0.00009
case_2025102820	test	120.7	1259	0.9762	1.0439	0.9602	+0.0678	-0.0160	0.10689	0.00000	0.10689	0.03697	0.02317	0.00009
case_2025102921	test	51.8	1116	0.9731	0.9640	0.9499	-0.0091	-0.0232	0.07127	0.00000	0.07127	0.09659	0.07198	0.00083
case_2025103020	test	314.1	1116	0.9731	1.1078	1.0681	+0.1347	+0.0950	0.05517	0.00000	0.05517	0.03111	0.02151	0.02724
case_2025103120	test	225.3	1116	0.9731	1.2913	1.2609	+0.3182	+0.2877	0.04668	0.00000	0.04668	0.01771	0.00603	0.00144
case_2025110120	test	30.2	914	0.9672	0.9083	0.8443	-0.0589	-0.1228	0.09869	0.00000	0.09869	0.05545	0.04151	0.01046
case_2025110221	test	186.3	1116	0.9731	0.6790	0.6518	-0.2941	-0.3213	0.16052	0.00382	0.15670	0.07557	0.01471	0.00037
case_2025110421	test	176.4	1320	0.9773	0.8649	0.7557	-0.1124	-0.2216	0.16916	0.00313	0.16603	0.02821	0.00384	0.00001
case_2025110517	test	295.4	1172	0.9744	0.9371	0.8950	-0.0373	-0.0794	0.08107	0.00000	0.08107	0.03341	0.01505	0.00488
case_2025110620	test	173.6	1259	0.9762	0.6941	0.6220	-0.2821	-0.3541	0.14910	0.00223	0.14687	0.03609	0.01139	0.00038
case_2025110821	test	130.5	662	0.9547	0.6887	0.6700	-0.2660	-0.2846	0.09737	0.00000	0.09737	0.07620	0.04322	0.00034
case_2025110902	test	27.6	448	0.9330	1.0154	0.9552	+0.0824	+0.0222	0.08848	0.00000	0.08848	0.05380	0.03953	0.02040
case_2025111022	test	309.4	448	0.9330	1.1201	1.0418	+0.1871	+0.1088	0.10063	0.00000	0.10063	0.03112	0.01510	0.00887
case_2025111119	test	236.7	962	0.9688	1.2506	1.2016	+0.2818	+0.2328	0.06119	0.00000	0.06119	0.02994	0.01893	0.00849
case_2025111318	test	268.5	1089	0.9725	1.3458	1.2707	+0.3733	+0.2982	0.12001	0.00182	0.11819	0.07417	0.04310	0.00766
case_2025111419	test	206.6	662	0.9547	0.8748	0.8377	-0.0798	-0.1170	0.09020	0.00000	0.09020	0.04571	0.02187	0.03200
case_2025111621	test	281.7	868	0.9654	0.8932	0.7902	-0.0723	-0.1752	0.15937	0.00003	0.15933	0.03384	0.00937	-0.00001
case_2025111720	test	311.5	1063	0.9718	1.2662	1.2160	+0.2945	+0.2442	0.05961	0.00000	0.05961	0.03225	0.02235	0.03331
case_2025111820	test	67.3	781	0.9616	1.1267	1.0813	+0.1651	+0.1197	0.07842	0.00000	0.07842	0.03716	0.01802	0.00001
case_2025111920	test	187.5	700	0.9571	0.7973	0.7208	-0.1599	-0.2364	0.16505	0.00059	0.16446	0.06722	0.03141	0.01214
case_2025112018	test	217.0	823	0.9636	1.4051	1.3181	+0.4415	+0.3546	0.07998	0.00000	0.07998	0.01879	0.00933	0.00127
case_2025112117	test	295.7	868	0.9654	0.8369	0.8109	-0.1286	-0.1545	0.09627	0.00000	0.09627	0.06419	0.03272	0.01823
case_2025112221	test	202.1	366	0.9179	0.9337	0.8396	+0.0158	-0.0784	0.15974	0.00000	0.15974	0.04927	0.01767	0.00041
case_2025112320	test	278.3	1037	0.9711	1.0137	0.8921	+0.0426	-0.0789	0.15532	0.00259	0.15272	0.02739	0.00757	0.00096
case_2025112422	test	215.5	681	0.9559	1.3601	1.3439	+0.4042	+0.3879	0.07667	0.00000	0.07667	0.07550	0.04574	0.00505
case_2025112520	test	235.0	781	0.9616	1.6338	1.5702	+0.6722	+0.6087	0.06241	0.00000	0.06241	0.01808	0.00600	0.00209
case_2025112621	test	255.0	328	0.9085	1.0646	0.9739	+0.1561	+0.0655	0.14299	0.00000	0.14299	0.04015	0.00912	0.00050
case_2025112716	test	287.0	1011	0.9703	0.9871	0.9104	+0.0168	-0.0599	0.15454	0.00000	0.15454	0.05508	0.01465	0.00239
case_2025112821	test	283.5	891	0.9663	0.8195	0.7557	-0.1468	-0.2106	0.14445	0.00000	0.14444	0.05090	0.01591	0.00038
case_2025112920	test	119.2	760	0.9605	0.9003	0.8035	-0.0602	-0.1570	0.14133	0.00000	0.14133	0.03207	0.01366	0.00000
case_2025120119	test	195.3	379	0.9208	0.5995	0.5389	-0.3213	-0.3819	0.13563	0.00000	0.13563	0.02576	0.00682	0.00056
case_2025120219	test	201.6	739	0.9594	0.6068	0.5894	-0.3526	-0.3700	0.15333	0.00000	0.15333	0.10824	0.05058	0.00230
case_2025120319	test	276.3	643	0.9534	1.0390	0.9356	+0.0857	-0.0177	0.16092	0.00206	0.15885	0.04340	0.00998	0.00023
case_2025120419	test	229.4	405	0.9260	1.3383	1.3242	+0.4123	+0.3982	0.05423	0.00000	0.05423	0.03868	0.01737	0.00412
case_2025120519	test	205.5	760	0.9605	0.8686	0.8237	-0.0919	-0.1368	0.10214	0.00000	0.10214	0.04524	0.01967	0.00780
case_2025120620	test	226.2	802	0.9626	1.3158	1.3301	+0.3532	+0.3675	0.05234	0.00000	0.05234	0.08385	0.05608	0.01040
case_2025120719	test	322.2	760	0.9605	1.0313	0.9977	+0.0708	+0.0372	0.07095	0.00000	0.07095	0.04688	0.02818	0.05992
case_2025120821	test	165.2	700	0.9571	0.7645	0.7516	-0.1927	-0.2055	0.14220	0.00000	0.14220	0.10513	0.04743	0.00118
case_2025120918	test	254.6	681	0.9559	1.2294	1.1470	+0.2735	+0.1911	0.16138	0.00040	0.16098	0.07142	0.02319	0.00056
case_2025121019	test	298.1	802	0.9626	1.0974	1.0176	+0.1348	+0.0550	0.09623	0.00000	0.09623	0.02075	0.00831	0.00204
case_2025121119	test	297.7	739	0.9594	1.1136	1.0524	+0.1542	+0.0929	0.09268	0.00000	0.09268	0.03824	0.01907	0.00500
case_2025121220	test	252.8	392	0.9234	0.9070	0.8350	-0.0165	-0.0884	0.14278	0.00000	0.14278	0.07182	0.04012	0.00084
case_2025121320	test	268.8	739	0.9594	1.0728	0.9746	+0.1134	+0.0151	0.13502	0.00325	0.13178	0.02931	0.00566	0.00311
case_2025121418	test	311.9	662	0.9547	1.3073	1.2809	+0.3526	+0.3262	0.05456	0.00000	0.05456	0.04228	0.02564	0.02785
case_2025121618	test	198.5	719	0.9583	0.9068	0.8016	-0.0515	-0.1567	0.17253	0.00000	0.17253	0.04274	0.01152	0.00035
case_2025121819	test	231.0	719	0.9583	1.4825	1.4325	+0.5242	+0.4742	0.07166	0.00000	0.07166	0.02732	0.00799	0.00081
case_2025121917	test	297.0	781	0.9616	1.2651	1.1797	+0.3035	+0.2182	0.10684	0.00000	0.10684	0.05085	0.03105	0.02190
case_2025122017	test	256.0	508	0.9409	0.9043	0.8245	-0.0366	-0.1164	0.13850	0.00007	0.13844	0.03451	0.00734	0.00001
case_2025122119	test	255.5	781	0.9616	1.0908	0.9919	+0.1293	+0.0304	0.12649	0.00000	0.12649	0.03217	0.01299	0.00945
case_2025122218	test	196.8	823	0.9636	0.8607	0.7719	-0.1029	-0.1917	0.13425	0.00000	0.13425	0.03188	0.01507	0.00385
case_2025122319	test	289.8	914	0.9672	0.9313	0.8689	-0.0359	-0.0982	0.13601	0.00000	0.13601	0.06196	0.02696	0.00238
case_2025122419	test	161.8	914	0.9672	1.2860	1.1939	+0.3188	+0.2267	0.14161	0.00000	0.14161	0.07111	0.03614	0.02972
case_2025122516	test	53.0	802	0.9626	1.1167	1.0952	+0.1541	+0.1326	0.05814	0.00000	0.05814	0.06299	0.04495	0.00034
case_2025122621	test	277.7	802	0.9626	0.8237	0.8002	-0.1389	-0.1624	0.17206	0.00578	0.16628	0.08624	0.01455	0.00197
case_2025122707	test	264.3	719	0.9583	0.9335	0.9059	-0.0248	-0.0524	0.11778	0.00104	0.11673	0.05164	0.00680	0.00057
case_2025122819	test	195.9	700	0.9571	1.3207	1.2341	+0.3636	+0.2770	0.09934	0.00000	0.09934	0.02139	0.00345	0.00717
case_2025122919	test	286.2	492	0.9391	0.8941	0.8207	-0.0449	-0.1184	0.13429	0.00000	0.13429	0.04157	0.01395	0.00007
case_2025123018	test	253.3	719	0.9583	0.9989	0.9006	+0.0406	-0.0577	0.15129	0.00000	0.15129	0.03787	0.00911	0.00035
case_2025123100	test	248.7	185	0.8377	0.9201	0.8663	+0.0824	+0.0286	0.18838	0.00000	0.18838	0.09935	0.03524	0.00004
case_2026020118	train	173.7	719	0.9583	0.9250	0.8539	-0.0333	-0.1044	0.14213	0.00102	0.14111	0.04685	0.01237	0.00917
case_2026020221	train	278.8	1116	0.9731	0.7724	0.7176	-0.2007	-0.2555	0.13052	0.00073	0.12979	0.03899	0.00740	-0.00009
case_2026020320	train	333.7	802	0.9626	1.1456	1.1062	+0.1831	+0.1436	0.05740	0.00000	0.05740	0.04519	0.03410	0.22091
case_2026020421	train	276.0	719	0.9583	0.7912	0.7314	-0.1671	-0.2269	0.15007	0.00382	0.14625	0.04773	0.00807	0.00149
case_2026020516	train	206.2	739	0.9594	0.8375	0.7485	-0.1219	-0.2109	0.14099	0.00000	0.14099	0.03217	0.01327	0.00058
case_2026020618	train	297.4	1172	0.9744	1.0160	0.9808	+0.0416	+0.0064	0.09213	0.00000	0.09213	0.05295	0.02464	0.00142
case_2026020721	train	149.5	781	0.9616	1.3115	1.2355	+0.3499	+0.2739	0.09676	0.00002	0.09675	0.03966	0.01987	0.07413
case_2026020817	train	150.5	845	0.9645	0.8962	0.8029	-0.0683	-0.1616	0.16017	0.00000	0.16017	0.07360	0.04515	0.00983
case_2026020920	train	237.9	760	0.9605	1.4051	1.3665	+0.4446	+0.4060	0.06190	0.00000	0.06190	0.05331	0.03692	0.02746
case_2026021022	train	274.6	492	0.9391	0.8250	0.7030	-0.1141	-0.2360	0.19602	0.00903	0.18700	0.03465	0.00676	0.00606
case_2026021121	train	276.6	462	0.9351	0.9336	0.8574	-0.0014	-0.0777	0.16642	0.00502	0.16139	0.05845	0.01354	0.00187
case_2026021221	train	236.0	719	0.9583	0.9062	0.8877	-0.0521	-0.0706	0.06710	0.00000	0.06710	0.07968	0.05864	0.01409
case_2026021317	train	245.6	823	0.9636	1.0102	0.9858	+0.0467	+0.0222	0.08087	0.00000	0.08087	0.06659	0.03985	0.01042
case_2026021419	train	306.0	868	0.9654	1.1589	1.1315	+0.1934	+0.1661	0.07359	0.00000	0.07359	0.04524	0.02071	0.04304
case_2026021522	train	288.7	1116	0.9731	1.0536	0.9705	+0.0804	-0.0026	0.12478	0.00000	0.12478	0.03560	0.01123	0.00058
case_2026021622	train	267.5	1116	0.9731	0.9667	0.9101	-0.0064	-0.0631	0.14384	0.00680	0.13704	0.05256	0.00802	0.00013
case_2026021719	train	120.4	1089	0.9725	0.8060	0.7702	-0.1665	-0.2023	0.08839	0.00000	0.08839	0.04942	0.02770	0.00044
case_2026021921	train	135.2	760	0.9605	0.9550	0.9758	-0.0055	+0.0153	0.06908	0.00000	0.06908	0.13105	0.09505	0.00223
case_2026022006	train	60.5	739	0.9594	1.3895	1.3485	+0.4301	+0.3890	0.07183	0.00000	0.07183	0.05735	0.03719	0.00030
case_2026022109	train	292.8	868	0.9654	0.9078	0.8563	-0.0576	-0.1091	0.10319	0.00000	0.10319	0.04120	0.01744	0.00059
case_2026022222	train	313.7	891	0.9663	1.0402	1.0098	+0.0739	+0.0435	0.06608	0.00000	0.06608	0.05975	0.04236	0.01948
case_2026022320	train	332.5	914	0.9672	1.3940	1.3421	+0.4268	+0.3749	0.06793	0.00000	0.06793	0.03034	0.01486	0.26129
case_2026022421	train	211.3	823	0.9636	1.2401	1.1805	+0.2765	+0.2169	0.08535	0.00000	0.08535	0.03401	0.01501	0.00822
case_2026022516	train	280.1	914	0.9672	0.9834	0.9258	+0.0162	-0.0414	0.12683	0.00072	0.12611	0.05307	0.01813	0.00268
case_2026022618	train	229.4	739	0.9594	1.4031	1.3472	+0.4437	+0.3878	0.05169	0.00000	0.05169	0.02850	0.02259	0.05846
case_2026022718	train	226.5	781	0.9616	1.0663	1.0434	+0.1047	+0.0818	0.05714	0.00000	0.05714	0.05511	0.03828	0.01972
case_2026022815	train	310.8	823	0.9636	1.3737	1.3467	+0.4102	+0.3831	0.06835	0.00000	0.06835	0.08242	0.06060	0.04517
case_2026040112	train	8.9	700	0.9571	1.0814	0.9245	+0.1243	-0.0326	0.18370	0.00063	0.18307	0.03100	0.00880	0.16729
case_2026040219	train	132.8	868	0.9654	0.5917	0.5533	-0.3737	-0.4121	0.11121	0.00000	0.11121	0.06438	0.04169	0.00000
case_2026040308	train	237.3	643	0.9534	0.9952	0.9315	+0.0418	-0.0219	0.10751	0.00000	0.10751	0.03246	0.00967	0.00156
case_2026040405	train	90.2	760	0.9605	1.3155	1.1872	+0.3550	+0.2267	0.12991	0.00296	0.12695	0.03246	0.01505	-0.00012
case_2026040515	train	269.4	573	0.9476	0.9557	0.8971	+0.0081	-0.0505	0.11154	0.00338	0.10816	0.04067	0.01469	0.00280
case_2026040614	train	274.1	760	0.9605	0.8655	0.7731	-0.0951	-0.1874	0.18685	0.00525	0.18160	0.05095	0.00669	-0.00047
case_2026040707	train	332.5	643	0.9534	1.0802	1.0150	+0.1269	+0.0616	0.10294	0.00000	0.10294	0.03663	0.01467	0.11837
case_2026040814	train	160.3	625	0.9520	1.0704	0.9357	+0.1184	-0.0163	0.18932	0.00000	0.18932	0.06139	0.02706	0.00196
case_2026040916	train	235.9	1037	0.9711	1.2081	1.1591	+0.2371	+0.1881	0.06491	0.00000	0.06491	0.02560	0.01324	0.00731
case_2026041008	train	137.0	700	0.9571	0.9427	0.9689	-0.0144	+0.0117	0.04337	0.00000	0.04337	0.06900	0.03697	0.00078
case_2026041122	train	178.6	1144	0.9738	1.0958	1.0191	+0.1220	+0.0453	0.16115	0.00071	0.16044	0.07479	0.02861	0.01162
case_2026041222	train	179.0	760	0.9605	0.6975	0.6160	-0.2631	-0.3445	0.17988	0.00704	0.17284	0.04382	0.00874	0.00135
case_2026041320	train	184.5	1037	0.9711	0.8120	0.7234	-0.1591	-0.2477	0.16025	0.00285	0.15739	0.03247	0.00400	0.00147
case_2026041419	train	189.4	1063	0.9718	0.7972	0.7104	-0.1745	-0.2614	0.17900	0.00282	0.17618	0.05616	0.01831	0.00270
case_2026041516	train	213.1	845	0.9645	1.4437	1.3899	+0.4792	+0.4254	0.09304	0.00000	0.09304	0.05780	0.03060	0.01512
case_2026041619	train	309.7	1229	0.9756	1.2691	1.2233	+0.2935	+0.2477	0.07038	0.00000	0.07038	0.03141	0.01412	0.03475
case_2026041718	train	155.8	1063	0.9718	0.7574	0.6865	-0.2144	-0.2852	0.20687	0.00000	0.20687	0.10277	0.04602	0.00137
case_2026041805	train	206.2	891	0.9663	1.1142	1.0317	+0.1479	+0.0654	0.09394	0.00000	0.09394	0.01921	0.00866	0.00205
case_2026042021	train	224.5	1116	0.9731	1.4845	1.4606	+0.5114	+0.4875	0.04788	0.00000	0.04788	0.03842	0.02303	0.00742
case_2026042119	train	251.7	1089	0.9725	1.2323	1.1507	+0.2598	+0.1782	0.12594	0.00051	0.12543	0.05494	0.02452	0.01202
case_2026042222	train	156.8	914	0.9672	0.9870	0.9454	+0.0198	-0.0217	0.15145	0.00000	0.15145	0.09023	0.03742	0.01104
case_2026042407	train	211.5	607	0.9506	0.8607	0.8083	-0.0899	-0.1423	0.09341	0.00000	0.09341	0.02936	0.01246	0.00047
case_2026042518	train	9.2	1011	0.9703	1.1258	1.0938	+0.1554	+0.1235	0.06493	0.00124	0.06369	0.02935	0.01097	0.47407
case_2026042616	train	117.0	823	0.9636	0.7521	0.7549	-0.2114	-0.2087	0.07575	0.00007	0.07569	0.05993	0.02213	0.01031
case_2026042717	train	104.5	937	0.9680	1.1729	1.0602	+0.2049	+0.0922	0.13452	0.00004	0.13448	0.04160	0.02125	0.00000
case_2026042812	train	260.9	662	0.9547	0.7371	0.6658	-0.2176	-0.2889	0.16378	0.00046	0.16332	0.04919	0.01301	0.00000
case_2026042914	train	297.1	868	0.9654	1.0717	1.0563	+0.1062	+0.0909	0.08673	0.00000	0.08673	0.06028	0.02541	0.00786
case_2026043018	train	253.0	1144	0.9738	1.1427	1.0564	+0.1689	+0.0827	0.13895	0.00009	0.13886	0.05286	0.01989	0.00302
case_2026060100	train	164.3	1089	0.9725	0.8057	0.7194	-0.1668	-0.2531	0.18425	0.00011	0.18415	0.05513	0.01307	0.00062
case_2026060519	train	203.7	845	0.9645	0.6725	0.6308	-0.2920	-0.3338	0.12008	0.00000	0.12008	0.05784	0.02871	0.00219
case_2026060720	train	134.0	1063	0.9718	0.7483	0.7078	-0.2234	-0.2639	0.08468	0.00000	0.08468	0.03496	0.01943	0.00104
case_2026060821	train	122.6	937	0.9680	1.2731	1.1977	+0.3051	+0.2297	0.10183	0.00000	0.10183	0.06063	0.03978	0.00149
case_2026060915	train	332.4	643	0.9534	1.2137	1.1656	+0.2604	+0.2123	0.05636	0.00000	0.05636	0.01879	0.01027	0.22184
case_2026061017	train	209.0	1063	0.9718	0.9171	0.8504	-0.0547	-0.1214	0.10025	0.00000	0.10025	0.03375	0.01950	0.00467
case_2026061107	train	201.6	625	0.9520	1.1604	1.1031	+0.2084	+0.1511	0.12625	0.00000	0.12625	0.06286	0.02439	0.00361
case_2026061415	train	286.9	1116	0.9731	1.2505	1.1755	+0.2773	+0.2023	0.09213	0.00004	0.09208	0.02964	0.01299	0.00399
case_2026061623	train	273.0	1037	0.9711	0.8293	0.7602	-0.1418	-0.2109	0.15322	0.00524	0.14798	0.04816	0.01086	-0.00075
case_2026061719	train	146.8	891	0.9663	1.0089	0.8753	+0.0426	-0.0910	0.16064	0.00000	0.16064	0.05401	0.03903	0.00756
case_2026061817	train	320.7	1144	0.9738	1.1056	1.0468	+0.1318	+0.0730	0.07776	0.00000	0.07776	0.02631	0.01367	0.05040
case_2026061917	train	289.8	1116	0.9731	0.9366	0.8968	-0.0365	-0.0763	0.10623	0.00000	0.10623	0.05923	0.02780	0.00360
case_2026062123	train	49.3	1011	0.9703	1.2252	1.1773	+0.2548	+0.2070	0.07492	0.00000	0.07492	0.06958	0.05289	0.00140
case_2026062213	train	19.8	781	0.9616	1.1816	1.1322	+0.2200	+0.1706	0.09853	0.00000	0.09853	0.05913	0.03140	0.21811
case_2026062422	train	208.7	739	0.9594	1.2218	1.1340	+0.2624	+0.1745	0.09854	0.00000	0.09854	0.02784	0.01387	0.05578
case_2026062623	train	92.8	1089	0.9725	0.9544	0.8778	-0.0180	-0.0947	0.12932	0.00356	0.12575	0.05454	0.02946	0.00054
case_2026062719	train	93.1	1116	0.9731	1.1247	1.0625	+0.1516	+0.0894	0.11128	0.00250	0.10879	0.04684	0.01831	0.00075
case_2026062817	train	171.1	1037	0.9711	0.8061	0.7062	-0.1649	-0.2648	0.20195	0.00065	0.20131	0.06583	0.02336	0.00147
case_2026062919	train	174.6	1172	0.9744	0.7120	0.6390	-0.2624	-0.3354	0.14943	0.00236	0.14707	0.04796	0.02308	0.00432
case_2026063022	train	199.3	1037	0.9711	1.0163	0.9459	+0.0453	-0.0252	0.14170	0.00000	0.14170	0.06294	0.02608	0.00749
