# per-record wind-aligned cone mask, bin/mask_cone.py, k=8 y_min=90 m
# asym = 1 - z_m/z_i with z_m = 30.0 m; removed_* are fractions of sum|f| over the raw raster
run_id	split	wdir_deg	zi_m	sigma_v	asym	integral_raw	integral_cone	err_raw	err_cone	removed_abs	removed_upwind	removed_near	negfrac_raw	negfrac_cone	kljun_removed	array_share
case_2021010121	train	7.1	662	0.5275	0.9547	1.0242	0.9727	+0.0696	+0.0180	0.17617	0.00125	0.00422	0.08189	0.01801	0.0000000	0.30764
case_2021010317	train	240.8	802	0.6319	0.9626	0.8483	0.7832	-0.1143	-0.1794	0.11572	0.02030	0.00000	0.02964	0.00892	0.0000000	0.00201
case_2021010418	train	227.1	802	0.6156	0.9626	1.6379	1.5980	+0.6753	+0.6354	0.07009	0.01738	0.00000	0.03415	0.01125	0.0000000	0.00780
case_2021010620	train	180.8	700	0.4964	0.9571	1.1718	1.1470	+0.2147	+0.1899	0.13140	0.00002	0.00104	0.07769	0.02410	0.0000000	0.00335
case_2021010721	train	6.8	781	0.5109	0.9616	0.9521	0.8597	-0.0095	-0.1018	0.17312	0.00020	0.00173	0.05673	0.01592	0.0000000	0.23055
case_2021010819	train	353.8	1037	0.7911	0.9711	1.0466	0.9859	+0.0755	+0.0148	0.11399	0.00092	0.00013	0.04366	0.01482	0.0000000	0.36404
case_2021010915	train	36.5	739	0.5137	0.9594	0.6997	0.7204	-0.2597	-0.2390	0.05910	0.00653	0.00000	0.17518	0.14457	0.0000000	0.00299
case_2021011021	train	263.2	719	0.5722	0.9583	0.8397	0.7811	-0.1186	-0.1772	0.14538	0.00074	0.00362	0.04775	0.00774	0.0000000	-0.00175
case_2021011109	train	233.9	681	0.5001	0.9559	1.1131	1.0472	+0.1572	+0.0913	0.10669	0.01132	0.00000	0.03308	0.00827	0.0000000	0.00062
case_2021011519	train	81.1	891	0.6068	0.9663	1.0290	0.9843	+0.0627	+0.0180	0.13175	0.00332	0.00051	0.08113	0.03853	0.0000000	-0.00036
case_2021011617	train	325.4	405	0.7096	0.9260	0.9790	0.9130	+0.0530	-0.0130	0.12325	0.01411	0.00000	0.04165	0.01248	0.0000000	0.05477
case_2021011716	train	343.1	405	0.5819	0.9260	1.0792	1.0032	+0.1532	+0.0772	0.10908	0.00687	0.00000	0.02365	0.00298	0.0000000	0.24622
case_2021011820	train	265.2	739	0.7538	0.9594	1.0886	0.9882	+0.1292	+0.0288	0.15486	0.00072	0.00429	0.03720	0.00292	0.0000000	-0.00010
case_2021011903	train	270.5	719	0.5848	0.9583	0.7781	0.7691	-0.1802	-0.1892	0.16908	0.00041	0.00785	0.09039	0.01275	0.0000000	-0.00007
case_2021012020	train	167.5	247	0.9100	0.8786	0.8758	0.8411	-0.0028	-0.0375	0.17812	0.00872	0.00002	0.08919	0.01999	0.0000000	0.00061
case_2021012220	train	288.1	781	0.8998	0.9616	1.1564	1.0657	+0.1948	+0.1041	0.10901	0.00876	0.00000	0.02405	0.00772	0.0000000	0.01127
case_2021012319	train	197.9	719	0.8671	0.9583	0.7440	0.7139	-0.2143	-0.2444	0.11444	0.00752	0.00000	0.04602	0.00809	0.0000000	0.01411
case_2021012418	train	281.3	1063	0.7286	0.9718	0.8589	0.7873	-0.1129	-0.1845	0.14558	0.00422	0.00000	0.03815	0.00448	0.0000000	0.00014
case_2021012517	train	50.9	760	0.7580	0.9605	1.2479	1.2312	+0.2874	+0.2707	0.04616	0.00840	0.00000	0.05450	0.03917	0.0000000	0.02437
case_2021012620	train	344.9	781	0.6380	0.9616	1.0176	0.9249	+0.0561	-0.0367	0.15202	0.00940	0.00003	0.04427	0.01155	0.0000000	0.23930
case_2021012720	train	308.9	781	0.8123	0.9616	1.2308	1.1338	+0.2692	+0.1722	0.11099	0.02522	0.00000	0.03454	0.01767	0.0000000	0.01524
case_2021012820	train	305.4	802	0.7316	0.9626	1.3907	1.2975	+0.4281	+0.3349	0.10609	0.01442	0.00000	0.03460	0.01427	0.0000000	0.02836
case_2021012918	train	148.0	760	0.6592	0.9605	0.5661	0.5651	-0.3944	-0.3954	0.20459	0.05126	0.00000	0.12033	0.02351	0.0000000	0.00276
case_2021013016	train	107.4	739	0.6993	0.9594	0.7916	0.7394	-0.1678	-0.2201	0.13063	0.00848	0.00000	0.05080	0.01742	0.0000000	0.00000
case_2021013116	train	23.5	845	0.7408	0.9645	0.9563	0.8878	-0.0082	-0.0767	0.13593	0.02936	0.00000	0.04355	0.00960	0.0000000	0.05339
case_2021020119	train	320.5	781	0.6326	0.9616	1.2046	1.1343	+0.2430	+0.1728	0.09069	0.01466	0.00000	0.05243	0.03650	0.0000000	0.03308
case_2021020219	train	341.9	1037	0.6900	0.9711	0.9386	0.8383	-0.0325	-0.1328	0.16249	0.02050	0.00000	0.03400	0.00306	0.0000000	0.15361
case_2021020419	train	135.1	739	0.5650	0.9594	0.8736	0.7959	-0.0859	-0.1635	0.13550	0.02897	0.00000	0.03498	0.00992	0.0000000	0.00000
case_2021020518	train	237.0	292	0.9752	0.8973	0.9394	0.8749	+0.0422	-0.0224	0.12121	0.02753	0.00000	0.04554	0.01840	0.0000000	0.00128
case_2021020622	train	256.8	868	0.7286	0.9654	0.9872	0.9385	+0.0218	-0.0269	0.13613	0.00942	0.00000	0.05454	0.00979	0.0000000	0.00046
case_2021020720	train	266.2	719	0.8090	0.9583	0.9369	0.8972	-0.0214	-0.0611	0.10963	0.00022	0.00328	0.03990	0.00518	0.0000000	0.00138
case_2021020822	train	240.5	392	0.5623	0.9234	1.2464	1.2085	+0.3229	+0.2850	0.09070	0.01393	0.00000	0.05174	0.02202	0.0000000	0.00133
case_2021020922	train	271.6	448	0.6986	0.9330	0.9402	0.8479	+0.0072	-0.0851	0.16254	0.00042	0.00813	0.03938	0.00395	0.0000000	0.00309
case_2021021021	train	314.4	739	0.6099	0.9594	1.2846	1.2533	+0.3251	+0.2938	0.09515	0.03696	0.00000	0.04707	0.01164	0.0000000	0.02356
case_2021021120	train	328.2	760	0.7632	0.9605	2.0160	1.9707	+1.0555	+1.0102	0.07707	0.01257	0.00000	0.05121	0.02466	0.0000000	0.24044
case_2021021217	train	299.4	719	0.7622	0.9583	1.0220	0.9926	+0.0637	+0.0343	0.10095	0.01552	0.00000	0.05302	0.01711	0.0000000	0.01352
case_2021021319	train	278.6	739	0.7904	0.9594	0.8299	0.7793	-0.1295	-0.1802	0.14194	0.00166	0.00159	0.06756	0.02677	0.0000000	0.00480
case_2021021418	train	306.7	802	0.9162	0.9626	1.1878	1.1299	+0.2252	+0.1673	0.10099	0.01718	0.00000	0.03994	0.01318	0.0000000	0.02975
case_2021021519	train	30.4	781	0.7909	0.9616	1.1600	1.1546	+0.1985	+0.1931	0.07749	0.01039	0.00000	0.06046	0.02575	0.0000000	0.20457
case_2021021617	train	357.0	760	0.8252	0.9605	1.0858	1.0172	+0.1253	+0.0567	0.12787	0.00004	0.00242	0.04338	0.00948	0.0000000	0.40278
case_2021021721	train	149.8	739	0.6433	0.9594	1.8132	1.8772	+0.8538	+0.9177	0.12609	0.02422	0.00000	0.08822	0.01219	0.0000000	0.02292
case_2021021820	train	180.7	590	0.9557	0.9492	0.7363	0.6624	-0.2128	-0.2867	0.15276	0.00004	0.00712	0.03688	0.00824	0.0000000	0.00169
case_2021021922	train	256.5	962	0.7032	0.9688	1.0578	0.9576	+0.0890	-0.0112	0.14972	0.01030	0.00000	0.03266	0.00242	0.0000000	0.00098
case_2021022020	train	211.1	781	0.7399	0.9616	0.8587	0.8061	-0.1028	-0.1555	0.09673	0.01446	0.00000	0.04662	0.02885	0.0000000	0.00987
case_2021022119	train	131.9	781	0.6719	0.9616	0.7543	0.7449	-0.2072	-0.2167	0.09643	0.01707	0.00000	0.07844	0.03927	0.0000000	0.00113
case_2021022216	train	235.0	681	0.6820	0.9559	1.5125	1.4179	+0.5566	+0.4619	0.07908	0.01107	0.00000	0.01018	0.00140	0.0000000	0.00159
case_2021022516	train	268.6	226	0.6348	0.8671	0.9705	0.8840	+0.1034	+0.0169	0.12147	0.00013	0.00400	0.01988	0.00216	0.0000000	0.00047
case_2021022619	train	136.3	781	0.5891	0.9616	0.7789	0.7814	-0.1827	-0.1801	0.15992	0.08091	0.00000	0.09154	0.01220	0.0000000	0.00097
case_2021030105	train	271.9	215	0.5691	0.8607	0.7915	0.7158	-0.0692	-0.1449	0.20855	0.00059	0.00748	0.07340	0.01255	0.0000000	0.00353
case_2021030217	train	191.0	781	0.8634	0.9616	1.0030	0.9208	+0.0415	-0.0408	0.15198	0.00281	0.00017	0.05966	0.02330	0.0000000	0.01470
case_2021030317	train	304.6	781	0.8169	0.9616	1.2291	1.1572	+0.2675	+0.1956	0.11833	0.01657	0.00000	0.06650	0.03708	0.0000000	0.01399
case_2021030414	train	346.9	719	0.7975	0.9583	1.6372	1.4821	+0.6789	+0.5238	0.12415	0.00363	0.00041	0.02268	0.00662	0.0000000	0.34556
case_2021030521	train	291.1	937	0.9534	0.9680	1.0755	0.9969	+0.1075	+0.0289	0.12910	0.01890	0.00000	0.03344	0.00340	0.0000000	0.00113
case_2021030619	train	278.5	802	0.7382	0.9626	1.1413	1.1093	+0.1787	+0.1467	0.09108	0.00154	0.00085	0.03657	0.00446	0.0000000	0.00493
case_2021030721	train	174.0	760	0.9928	0.9605	1.1946	1.0837	+0.2341	+0.1232	0.14556	0.00056	0.00069	0.05302	0.02543	0.0000000	0.02960
case_2021030820	train	275.3	1089	1.0189	0.9725	0.7982	0.7349	-0.1742	-0.2376	0.14696	0.00129	0.00430	0.05807	0.02305	0.0000000	0.00327
case_2021030918	train	155.9	823	0.8807	0.9636	0.9611	0.8884	-0.0024	-0.0752	0.19053	0.03046	0.00000	0.08388	0.02486	0.0000000	0.02346
case_2021031015	train	157.7	823	0.7076	0.9636	0.9306	0.8356	-0.0330	-0.1279	0.20188	0.03499	0.00000	0.06037	0.00539	0.0000000	0.00047
case_2021031119	train	256.5	1089	1.0060	0.9725	0.8416	0.7807	-0.1309	-0.1918	0.13231	0.00696	0.00000	0.03819	0.00631	0.0000000	0.00018
case_2021031222	train	278.2	1116	0.9004	0.9731	0.9968	0.9133	+0.0237	-0.0599	0.13237	0.00265	0.00129	0.02863	0.00224	0.0000000	0.00071
case_2021031419	train	36.6	1259	1.3107	0.9762	0.9052	0.8752	-0.0710	-0.1010	0.09463	0.02520	0.00000	0.09461	0.06705	0.0000000	0.03024
case_2021031520	train	62.1	556	0.8686	0.9461	1.4300	1.3173	+0.4839	+0.3713	0.12358	0.01642	0.00000	0.04476	0.02148	0.0000000	0.00007
case_2021031610	train	42.0	681	0.4582	0.9559	0.7801	0.7907	-0.1758	-0.1652	0.04028	0.00593	0.00000	0.14295	0.12293	0.0000000	0.00126
case_2021031722	train	9.6	802	0.5809	0.9626	1.1597	1.0806	+0.1972	+0.1180	0.11460	0.00152	0.00103	0.03347	0.00907	0.0000000	0.31757
case_2021031822	train	7.6	556	1.2505	0.9461	1.2114	1.0706	+0.2653	+0.1246	0.15520	0.00232	0.00237	0.02809	0.00628	0.0000000	0.25772
case_2021031920	train	94.8	1011	1.2150	0.9703	1.0774	1.0582	+0.1071	+0.0879	0.06249	0.00008	0.00203	0.03294	0.01066	0.0000000	0.00335
case_2021032020	train	177.2	1037	1.4414	0.9711	0.9063	0.8567	-0.0648	-0.1143	0.10807	0.00007	0.00091	0.05960	0.03322	0.0000000	0.01603
case_2021032122	train	162.4	1144	1.1327	0.9738	0.6379	0.6027	-0.3358	-0.3710	0.24800	0.01981	0.00000	0.13122	0.03666	0.0000000	0.00164
case_2021032216	train	202.9	802	1.0652	0.9626	0.6375	0.6197	-0.3251	-0.3429	0.10938	0.01948	0.00000	0.06680	0.02723	0.0000000	0.04220
case_2021032318	train	125.2	760	0.9238	0.9605	0.7927	0.7461	-0.1678	-0.2145	0.11664	0.02868	0.00000	0.06672	0.03836	0.0000000	0.00216
case_2021032415	train	160.1	802	0.6849	0.9626	0.7785	0.7020	-0.1840	-0.2606	0.17465	0.01989	0.00000	0.05012	0.00851	0.0000000	0.00039
case_2021032518	train	338.2	868	1.0038	0.9654	1.7946	1.6988	+0.8291	+0.7334	0.09496	0.01269	0.00000	0.03606	0.01473	0.0000000	0.38651
case_2021032619	train	253.5	1011	0.8979	0.9703	0.8258	0.7617	-0.1446	-0.2086	0.14935	0.01331	0.00000	0.05395	0.01628	0.0000000	0.00139
case_2021032715	train	124.3	643	0.4790	0.9534	0.3510	0.3476	-0.6023	-0.6058	0.12483	0.01178	0.00000	0.16548	0.12154	0.0000000	0.00033
case_2021032808	train	275.7	462	0.7931	0.9351	0.8540	0.7635	-0.0811	-0.1716	0.16992	0.00179	0.00314	0.04785	0.01297	0.0000000	-0.00056
case_2021032917	train	157.5	681	1.0866	0.9559	1.1181	0.9881	+0.1622	+0.0322	0.19986	0.02890	0.00000	0.07683	0.03261	0.0000000	0.00968
case_2021033020	train	225.7	1172	1.5230	0.9744	1.5231	1.4593	+0.5487	+0.4849	0.09796	0.03342	0.00000	0.04832	0.02026	0.0000000	0.01356
case_2021033115	train	290.7	1351	1.1341	0.9778	1.1595	1.0791	+0.1817	+0.1013	0.13434	0.01476	0.00000	0.05386	0.02035	0.0000000	0.00264
case_2021040115	train	333.4	1320	1.4009	0.9773	1.2966	1.1796	+0.3193	+0.2023	0.13069	0.01972	0.00000	0.04301	0.02173	0.0000000	0.20726
case_2021040220	train	195.0	1116	1.3054	0.9731	0.9320	0.9304	-0.0412	-0.0427	0.09879	0.00403	0.00017	0.07080	0.02456	0.0000000	0.06205
case_2021040318	train	249.5	1089	1.2493	0.9725	0.9796	0.8963	+0.0071	-0.0761	0.11155	0.01089	0.00000	0.02092	0.00660	0.0000000	0.01403
case_2021040421	train	190.4	1063	1.1507	0.9718	0.7296	0.6989	-0.2422	-0.2729	0.13527	0.00163	0.00194	0.08051	0.03530	0.0000000	0.01601
case_2021040518	train	175.5	760	1.3999	0.9605	1.1206	1.0711	+0.1601	+0.1106	0.12077	0.00014	0.00125	0.05034	0.01114	0.0000000	0.03900
case_2021040723	train	143.0	1037	0.6990	0.9711	0.6776	0.6402	-0.2935	-0.3309	0.18702	0.05847	0.00000	0.09397	0.02815	0.0000000	0.00042
case_2021040815	train	133.6	845	0.8318	0.9645	1.0884	1.0350	+0.1239	+0.0705	0.11099	0.05093	0.00000	0.04230	0.01043	0.0000000	0.01617
case_2021040901	train	140.0	781	0.5318	0.9616	0.8182	0.7584	-0.1434	-0.2031	0.12370	0.03771	0.00000	0.05478	0.02904	0.0000000	0.00006
case_2021041015	train	50.9	823	0.6109	0.9636	0.9728	0.9706	+0.0093	+0.0070	0.03227	0.00547	0.00000	0.10234	0.09002	0.0000000	0.00816
case_2021041113	train	340.9	1011	0.6655	0.9703	0.8995	0.8214	-0.0708	-0.1490	0.15438	0.01859	0.00000	0.04423	0.00785	0.0000000	0.22625
case_2021041217	train	262.5	1351	1.2937	0.9778	0.9012	0.8293	-0.0766	-0.1485	0.14931	0.00093	0.00066	0.06534	0.02983	0.0000000	0.00289
case_2021041316	train	243.8	868	0.8680	0.9654	0.7893	0.7273	-0.1761	-0.2381	0.14446	0.03115	0.00000	0.04285	0.00764	0.0000000	0.00097
case_2021041415	train	274.3	914	0.8541	0.9672	1.1469	1.0375	+0.1797	+0.0703	0.14722	0.00049	0.00494	0.03720	0.00909	0.0000000	0.00201
case_2021041523	train	307.6	1116	0.8647	0.9731	1.0472	0.9762	+0.0740	+0.0031	0.11470	0.02421	0.00000	0.04747	0.02347	0.0000000	0.00706
case_2021041618	train	339.7	1320	1.5881	0.9773	1.0868	1.0340	+0.1095	+0.0567	0.11273	0.01277	0.00025	0.04947	0.01688	0.0000000	0.35804
case_2021041911	train	248.9	292	0.6646	0.8973	1.2252	1.1535	+0.3279	+0.2562	0.13607	0.02002	0.00000	0.04969	0.00926	0.0000000	0.00108
case_2021042215	train	284.1	891	1.2694	0.9663	1.0071	0.9768	+0.0408	+0.0105	0.10363	0.00308	0.00009	0.05984	0.02375	0.0000000	0.00604
case_2021042517	train	311.6	1172	1.4597	0.9744	1.1727	1.1312	+0.1983	+0.1568	0.07537	0.02174	0.00000	0.03774	0.01774	0.0000000	0.08685
case_2021042614	train	152.2	823	0.7979	0.9636	1.4135	1.1287	+0.4500	+0.1652	0.24756	0.06400	0.00000	0.03509	0.00662	0.0000000	0.00959
case_2021042821	train	4.1	681	1.1193	0.9559	1.0829	1.0761	+0.1269	+0.1201	0.06965	0.00008	0.00082	0.04111	0.00985	0.0000000	0.30632
case_2021043017	train	314.4	1229	1.6106	0.9756	1.0894	1.0279	+0.1138	+0.0523	0.10050	0.04586	0.00000	0.03662	0.01392	0.0000000	0.02245
case_2021050115	train	180.2	845	0.7481	0.9645	0.8238	0.7180	-0.1407	-0.2465	0.18293	0.00023	0.00653	0.03593	0.00497	0.0000000	0.00050
case_2021050320	train	227.6	1089	0.7929	0.9725	1.3824	1.3393	+0.4100	+0.3668	0.05470	0.01110	0.00000	0.02034	0.00843	0.0000000	0.00416
case_2021050410	train	297.9	845	0.5726	0.9645	0.9244	0.8688	-0.0401	-0.0957	0.12460	0.03158	0.00000	0.04075	0.00694	0.0000000	0.00055
case_2021050615	train	356.4	1011	0.9350	0.9703	1.1789	1.0790	+0.2085	+0.1087	0.15124	0.00014	0.00300	0.04671	0.01118	0.0000000	0.37443
case_2021050817	train	24.7	1200	1.4268	0.9750	1.3436	1.3123	+0.3686	+0.3373	0.09355	0.01851	0.00000	0.07334	0.04029	0.0000000	0.23323
case_2021051522	train	203.2	845	0.7448	0.9645	1.1710	1.0631	+0.2065	+0.0986	0.13649	0.01755	0.00000	0.02752	0.00328	0.0000000	0.00161
case_2021051618	train	191.7	1320	1.1011	0.9773	1.3686	1.2370	+0.3914	+0.2598	0.14663	0.00279	0.00059	0.03518	0.00770	0.0000000	0.01279
case_2021051822	train	90.8	781	0.6472	0.9616	1.3282	1.2572	+0.3667	+0.2956	0.11276	0.00010	0.00379	0.06538	0.03633	0.0000000	0.00156
case_2021051912	train	168.6	868	0.5902	0.9654	0.9005	0.8750	-0.0649	-0.0905	0.18069	0.00362	0.00000	0.11492	0.04333	0.0000000	0.00503
case_2021052016	train	165.8	1063	1.1595	0.9718	0.9061	0.8131	-0.0657	-0.1587	0.17937	0.00862	0.00004	0.05858	0.01730	0.0000000	0.00252
case_2021052122	train	186.1	823	0.5738	0.9636	0.7103	0.6494	-0.2533	-0.3142	0.17373	0.00108	0.00214	0.06964	0.02383	0.0000000	0.00101
case_2021052217	train	225.8	1116	1.3712	0.9731	0.9705	0.9358	-0.0027	-0.0373	0.06204	0.01787	0.00000	0.02917	0.01596	0.0000000	0.00496
case_2021052316	train	271.8	1063	0.7493	0.9718	0.8319	0.7531	-0.1398	-0.2187	0.13898	0.00058	0.01037	0.03267	0.00868	0.0000000	0.00310
case_2021052407	train	181.8	845	0.5446	0.9645	1.3297	1.2561	+0.3652	+0.2916	0.12019	0.00007	0.00229	0.03950	0.00556	0.0000000	0.00030
case_2021052521	train	198.8	1089	1.3905	0.9725	1.0530	0.9473	+0.0805	-0.0252	0.15472	0.00849	0.00000	0.04767	0.01859	0.0000000	0.00915
case_2021052600	train	185.0	868	0.7054	0.9654	0.7049	0.6293	-0.2605	-0.3361	0.18375	0.00058	0.00492	0.05556	0.01388	0.0000000	-0.00008
case_2021052714	train	69.7	868	0.9142	0.9654	1.1407	1.1444	+0.1753	+0.1790	0.06940	0.00564	0.00000	0.09988	0.06863	0.0000000	0.01892
case_2021052811	train	23.7	1063	0.7369	0.9718	1.0517	0.9245	+0.0799	-0.0472	0.15971	0.03300	0.00000	0.02591	0.00401	0.0000000	0.06902
case_2021052917	train	55.6	1320	1.4345	0.9773	1.0031	0.9782	+0.0258	+0.0009	0.08670	0.02065	0.00000	0.08916	0.06133	0.0000000	0.00743
case_2021053017	train	247.7	1259	1.4563	0.9762	1.0314	0.9580	+0.0552	-0.0181	0.13691	0.01985	0.00000	0.05596	0.02212	0.0000000	0.00699
case_2021060403	train	302.8	1011	0.8704	0.9703	1.2323	1.1617	+0.2619	+0.1914	0.11556	0.02025	0.00000	0.04918	0.01945	0.0000000	0.02189
case_2021060722	train	191.8	719	0.7337	0.9583	0.6746	0.6086	-0.2837	-0.3497	0.15332	0.00290	0.00000	0.04423	0.01433	0.0000000	0.00940
case_2021060800	train	203.1	781	0.4812	0.9616	0.8415	0.8341	-0.1200	-0.1275	0.11678	0.01148	0.00000	0.05995	0.00617	0.0000000	0.00806
case_2021061200	train	84.6	868	0.7356	0.9654	1.1042	1.0916	+0.1388	+0.1261	0.05381	0.00002	0.00005	0.05599	0.03613	0.0000000	0.00224
case_2021061720	train	208.2	868	1.3269	0.9654	1.0170	0.9756	+0.0516	+0.0102	0.08640	0.01086	0.00000	0.03756	0.01444	0.0000000	0.03162
case_2021061815	train	271.8	643	0.8560	0.9534	1.3026	1.2111	+0.3492	+0.2578	0.10508	0.00032	0.00320	0.03239	0.01417	0.0000000	0.01254
case_2021062022	train	175.6	607	1.1158	0.9506	1.0536	1.0573	+0.1030	+0.1067	0.14338	0.00004	0.00137	0.14873	0.08851	0.0000000	0.09229
case_2021062103	train	182.9	719	0.5093	0.9583	1.0253	0.9680	+0.0670	+0.0097	0.13667	0.00017	0.00211	0.04380	0.00111	0.0000000	0.00102
case_2021062316	train	199.5	914	1.2617	0.9672	1.0853	0.9671	+0.1181	-0.0001	0.16090	0.00966	0.00000	0.05156	0.02380	0.0000000	0.01519
case_2021062421	train	204.8	845	1.0390	0.9645	1.2144	1.1382	+0.2499	+0.1737	0.13122	0.01598	0.00000	0.06379	0.02940	0.0000000	0.02050
case_2021070321	train	281.3	1063	1.1150	0.9718	0.8906	0.8077	-0.0812	-0.1641	0.14589	0.00417	0.00003	0.03923	0.01073	0.0000000	0.00267
case_2021070418	train	235.7	1089	1.4135	0.9725	1.2871	1.2118	+0.3146	+0.2393	0.08502	0.01522	0.00000	0.02620	0.01248	0.0000000	0.00827
case_2021070721	train	232.8	1063	1.0510	0.9718	1.0284	0.9751	+0.0566	+0.0034	0.09652	0.01878	0.00000	0.03594	0.01297	0.0000000	0.00259
case_2021070806	train	17.2	700	0.5757	0.9571	1.4472	1.3944	+0.4900	+0.4373	0.09213	0.00300	0.00000	0.03398	0.00539	0.0000000	0.20522
case_2021070900	train	318.9	845	0.6333	0.9645	1.3960	1.3042	+0.4315	+0.3397	0.08616	0.01501	0.00000	0.01919	0.00846	0.0000000	0.02760
case_2021071022	train	66.0	914	0.9023	0.9672	1.0199	0.9757	+0.0528	+0.0085	0.10848	0.01395	0.00000	0.08448	0.05414	0.0000000	0.00114
case_2021071118	train	35.0	1144	1.2931	0.9738	1.4897	1.4101	+0.5160	+0.4363	0.07705	0.01731	0.00000	0.02462	0.01248	0.0000000	0.03447
case_2021071221	train	70.9	914	0.9514	0.9672	1.3227	1.2444	+0.3555	+0.2773	0.10319	0.00740	0.00000	0.05126	0.02922	0.0000000	0.00114
case_2021071315	train	313.4	643	0.8654	0.9534	1.3286	1.3758	+0.3752	+0.4225	0.09426	0.03997	0.00000	0.09496	0.03690	0.0000000	0.11457
case_2021071421	train	190.1	643	0.8734	0.9534	0.7609	0.7048	-0.1924	-0.2485	0.12727	0.00161	0.00001	0.06821	0.04172	0.0000000	0.04471
case_2021071513	train	305.9	1289	0.5329	0.9767	0.9259	0.8681	-0.0508	-0.1086	0.12466	0.00893	0.00000	0.04252	0.01000	0.0000000	0.01272
case_2021071617	train	42.2	1116	1.2543	0.9731	1.2549	1.1923	+0.2817	+0.2191	0.07108	0.01955	0.00000	0.03567	0.02508	0.0000000	0.00374
case_2021072017	train	292.7	845	1.1590	0.9645	1.0497	0.9705	+0.0852	+0.0060	0.10913	0.01369	0.00000	0.03997	0.02261	0.0000000	0.01247
case_2021072109	train	76.6	802	0.4456	0.9626	1.2553	1.1883	+0.2927	+0.2257	0.07234	0.00030	0.00000	0.02940	0.01975	0.0000000	0.00000
case_2021072220	train	237.7	1089	1.3075	0.9725	1.3221	1.2494	+0.3497	+0.2770	0.10032	0.01838	0.00000	0.04961	0.02692	0.0000000	0.00991
case_2021072416	train	244.4	1037	1.1491	0.9711	0.9964	0.9379	+0.0253	-0.0332	0.13864	0.02095	0.00000	0.06570	0.02541	0.0000000	0.00473
case_2021072714	train	224.3	662	0.8044	0.9547	1.0846	1.0377	+0.1300	+0.0830	0.08423	0.02869	0.00000	0.04185	0.02138	0.0000000	0.01191
case_2021072818	train	276.0	986	1.2317	0.9696	1.1824	1.1009	+0.2128	+0.1314	0.11432	0.00034	0.00277	0.04518	0.02183	0.0000000	0.01010
case_2021072905	train	205.5	508	0.5825	0.9409	0.8896	0.8331	-0.0513	-0.1079	0.16550	0.02183	0.00000	0.06365	0.01035	0.0000000	0.00499
case_2021073016	train	334.1	962	1.1200	0.9688	1.2350	1.1584	+0.2662	+0.1896	0.10217	0.01642	0.00000	0.04774	0.02750	0.0000000	0.30794
case_2021080522	train	185.7	700	0.7408	0.9571	0.8606	0.8050	-0.0966	-0.1521	0.14789	0.00077	0.00237	0.05120	0.00733	0.0000000	0.00193
case_2021080614	train	221.9	643	0.8814	0.9534	1.4054	1.3168	+0.4520	+0.3634	0.08812	0.02432	0.00000	0.04042	0.02778	0.0000000	0.02536
case_2021080718	train	144.6	662	0.8291	0.9547	0.8011	0.7762	-0.1536	-0.1784	0.11538	0.01734	0.00000	0.05686	0.01460	0.0000000	0.00976
case_2021080815	train	182.2	681	0.8540	0.9559	0.6595	0.6014	-0.2965	-0.3545	0.15203	0.00013	0.00476	0.05740	0.02397	0.0000000	0.00952
case_2021080916	train	155.7	681	0.7883	0.9559	0.9960	0.9165	+0.0401	-0.0395	0.14250	0.01865	0.00000	0.04240	0.00898	0.0000000	0.02439
case_2021081117	train	176.6	823	1.0700	0.9636	0.7935	0.7263	-0.1701	-0.2372	0.18421	0.00039	0.00202	0.06960	0.01705	0.0000000	0.00257
case_2021081221	train	237.8	1037	0.8795	0.9711	1.0138	0.9466	+0.0427	-0.0245	0.11729	0.02767	0.00000	0.03270	0.00569	0.0000000	0.00350
case_2021081717	train	203.2	1089	1.2321	0.9725	1.2105	1.1120	+0.2381	+0.1396	0.13593	0.01459	0.00000	0.05163	0.02331	0.0000000	0.01715
case_2021082122	train	252.1	986	0.8315	0.9696	1.2664	1.1291	+0.2968	+0.1595	0.15164	0.01376	0.00000	0.03095	0.00706	0.0000000	0.00332
case_2021082220	train	250.6	914	1.1282	0.9672	1.1295	1.0450	+0.1623	+0.0778	0.14156	0.01430	0.00054	0.05772	0.02333	0.0000000	0.00844
case_2021082322	train	229.3	1063	0.8540	0.9718	1.6783	1.5926	+0.7066	+0.6208	0.06696	0.01193	0.00000	0.01164	0.00334	0.0000000	0.00351
case_2021082421	train	344.5	1172	1.0861	0.9744	1.0240	1.0223	+0.0496	+0.0479	0.07419	0.00692	0.00000	0.06494	0.03088	0.0000000	0.39880
case_2021082515	train	237.0	625	0.8248	0.9520	1.3793	1.3156	+0.4273	+0.3636	0.08069	0.01089	0.00000	0.03689	0.01949	0.0000000	0.01539
case_2021082621	train	182.9	1037	0.9929	0.9711	0.7970	0.7373	-0.1740	-0.2338	0.19470	0.00008	0.00655	0.07816	0.01545	0.0000000	0.00421
case_2021082715	train	178.3	700	0.8885	0.9571	1.1147	1.0718	+0.1576	+0.1146	0.11552	0.00004	0.00038	0.10673	0.07248	0.0000000	0.04761
case_2021082809	train	181.1	739	0.4870	0.9594	0.7671	0.7622	-0.1923	-0.1973	0.12745	0.00004	0.00210	0.06878	0.00897	0.0000000	0.00095
